obu_naam,dbu_naam,owk_name,year,ooffenders0,doffenders0,oX,oY,dX,dY,dbuurtnr,dgwbcode,Distance,migra0,pairid,iqd,Crim_o,Crim_d
Rosenburg,Nieuw Waldeck,Waldeck,2007,15,168,77028.433,453312.66,76416.167,452974.26,40,5181840,699.5612,6,8473,0.463782,167,224
Rustenburg,Kortenbos,Rustenburg en Oostbroek,2006,146,154,78802.881,453532.63,80655.598,454904.27,11,5182811,2305.203,8,2975,0.6338979,181,631
Rustenburg,Laakhaven-Oost,Rustenburg en Oostbroek,2003,111,88,78802.881,453532.63,82238.754,453809.14,19,5183819,3446.981,2,2983,0.770785,316,382
Rustenburg,Morgenstond-West,Rustenburg en Oostbroek,2005,157,154,78802.881,453532.63,78419.446,451765.29,88,5183488,1808.46,7,3045,0.6409572,240,443
Rustenburg,Rond de Energiecentrale,Rustenburg en Oostbroek,2003,111,136,78802.881,453532.63,79694.296,454604.06,10,5182110,1393.762,19,2974,0.694188,316,439
Rustenburg,Rond de Energiecentrale,Rustenburg en Oostbroek,2008,146,389,78802.881,453532.63,79694.296,454604.06,10,5182110,1393.762,8,2974,0.7122767,183,257
Rustenburg,Transvaalkwartier-Noord,Rustenburg en Oostbroek,2004,121,138,78802.881,453532.63,79658.149,454095.83,32,5183032,1024.048,12,2993,0.8625515,269,210
Rustenburg,Zuidwal,Rustenburg en Oostbroek,2006,146,188,78802.881,453532.63,81171.588,454554.21,14,5182814,2579.611,6,2978,0.677737,181,1645
Scheveningen Badplaats,Bosweide,Scheveningen,2005,107,15,79034.031,458491.39,84899.888,451586.61,108,5184208,9060.039,1,329,0.4333694,268,26
Scheveningen Badplaats,Duttendel,Scheveningen,2007,106,7,79034.031,458491.39,80957.974,457876.04,74,5180374,2019.953,2,295,0.5176091,422,51
Scheveningen Badplaats,Duttendel,Scheveningen,2009,96,13,79034.031,458491.39,80957.974,457876.04,74,5180374,2019.953,2,295,0.523684,365,58
Scheveningen Badplaats,Groente- en Fruitmarkt,Scheveningen,2004,72,127,79034.031,458491.39,80604.298,452912.11,21,5183721,5796.039,1,249,0.802043,318,405
Scheveningen Badplaats,Houtwijk,Scheveningen,2003,76,138,79034.031,458491.39,76992.266,452335.92,86,5181786,6485.259,1,307,0.4451952,450,655
Scheveningen Badplaats,Uilennest,Scheveningen,2005,107,15,79034.031,458491.39,82832.896,456914.83,75,5180475,4113.019,2,296,0.5254204,268,38
Scheveningen Badplaats,Zeeheldenkwartier,Scheveningen,2004,72,180,79034.031,458491.39,80223.357,455467.62,45,5182245,3249.263,6,270,0.557543,318,811
Schildersbuurt-Noord,Bomenbuurt,Schildersbuurt,2005,376,68,80974.524,453981.39,78487.746,455282.72,52,5181252,2806.691,1,1759,0.8679542,543,303
Schildersbuurt-Noord,Laakkwartier-Oost,Schildersbuurt,2005,376,318,80974.524,453981.39,82226.618,452967.68,25,5183825,1611.006,24,1735,0.8464668,543,469
Schildersbuurt-Noord,Moerwijk-West,Schildersbuurt,2004,342,147,80974.524,453981.39,79856.692,451847.38,37,5183637,2409.054,21,1744,0.8486577,590,326
Schildersbuurt-Noord,Ockenburgh,Schildersbuurt,2004,342,33,80974.524,453981.39,74513.887,452524.93,90,5181590,6622.772,1,1793,0.8601156,590,263
Schildersbuurt-Noord,Oostbroek-Zuid,Schildersbuurt,2005,376,202,80974.524,453981.39,79450.734,453384.99,35,5183135,1636.347,21,1742,0.8306808,543,432
Schildersbuurt-Oost,Kortenbos,Schildersbuurt,2008,223,148,81270.005,453579.33,80655.598,454904.27,11,5182811,1460.465,16,1835,0.9064693,280,451
Schildersbuurt-Oost,Kraayenstein,Schildersbuurt,2005,314,110,81270.005,453579.33,75133.278,451071.59,97,5181697,6629.342,2,1914,0.9307,370,165
Schildersbuurt-Oost,Laakkwartier-Oost,Schildersbuurt,2006,280,365,81270.005,453579.33,82226.618,452967.68,25,5183825,1135.441,11,1849,0.8875067,371,397
Schildersbuurt-Oost,Transvaalkwartier-Midden,Schildersbuurt,2007,255,127,81270.005,453579.33,79874.434,453753.38,33,5183033,1406.381,8,1854,0.8066128,455,715
Schildersbuurt-Oost,Waldeck-Noord,Schildersbuurt,2009,228,31,81270.005,453579.33,75725.315,453119.56,94,5181894,5563.72,2,1911,0.9408869,228,144
Schildersbuurt-West,De Vissen,Schildersbuurt,2004,488,111,80427.874,453837.54,88163.568,453221.58,120,5184420,7760.179,21,1709,0.8912297,971,83
Schildersbuurt-West,Huygenspark,Schildersbuurt,2003,416,123,80427.874,453837.54,81783.216,454185.69,18,5182718,1399.342,35,1614,0.8681011,1170,694
Schildersbuurt-West,Leyenburg,Schildersbuurt,2009,464,198,80427.874,453837.54,78248.963,452901.75,84,5183284,2371.361,37,1673,0.9015151,3586,578
Schildersbuurt-West,Morgenstond-West,Schildersbuurt,2009,464,124,80427.874,453837.54,78419.446,451765.29,88,5183488,2885.828,39,1677,0.8707598,3586,411
Schildersbuurt-West,Rivierenbuurt-Zuid,Schildersbuurt,2008,463,30,80427.874,453837.54,82448.603,454478.49,62,5182762,2119.945,1,1651,0.8837117,3590,84
Schildersbuurt-West,Vissershaven,Schildersbuurt,2003,416,76,80427.874,453837.54,78099.835,457308.96,2,5180702,4179.779,2,1598,0.89899,1170,270
Schildersbuurt-West,Waterbuurt,Schildersbuurt,2004,488,67,80427.874,453837.54,85111.622,450061.4,114,5184214,6016.371,3,1703,0.8872459,971,56
Singels,Bezuidenhout-West,Ypenburg,2003,65,59,84597.526,450403.25,82592.304,455123.84,64,5182664,5128.824,3,12027,0.628707,95,887
Singels,Bosweide,Ypenburg,2003,65,12,84597.526,450403.25,84899.888,451586.61,108,5184208,1221.372,14,12071,0.438718,95,34
Singels,Oostbroek-Zuid,Ypenburg,2007,108,194,84597.526,450403.25,79450.734,453384.99,35,5183135,5948.126,1,12002,0.7032547,79,385
Singels,Rivierenbuurt-Noord,Ypenburg,2007,108,92,84597.526,450403.25,82184.823,454877.38,63,5182763,5083.198,3,12026,0.6671692,79,195
Singels,Zeeheldenkwartier,Ypenburg,2007,108,210,84597.526,450403.25,80223.357,455467.62,45,5182245,6691.87,1,12012,0.6024224,79,618
Spoorwijk,Bomenbuurt,Laakkwartier en Spoorwijk,2005,124,68,81227.602,452158.09,78487.746,455282.72,52,5181252,4155.728,2,2557,0.7483107,97,303
Spoorwijk,Dreven en Gaarden,Laakkwartier en Spoorwijk,2007,132,243,81227.602,452158.09,78164.958,450403.42,98,5183398,3529.683,6,2599,0.7852853,117,338
Spoorwijk,Hoge Veld,Laakkwartier en Spoorwijk,2009,152,88,81227.602,452158.09,79585.362,449955.01,102,5184002,2747.823,6,2603,0.7594476,109,113
Spoorwijk,Morgenstond-Oost,Laakkwartier en Spoorwijk,2004,158,123,81227.602,452158.09,78870.825,452058.42,89,5183489,2358.884,8,2590,0.7416072,164,399
Spoorwijk,Morgenweide,Laakkwartier en Spoorwijk,2005,124,106,81227.602,452158.09,85599.035,451391.17,112,5184212,4438.197,4,2613,0.7415105,97,100
Spoorwijk,Oud Scheveningen,Laakkwartier en Spoorwijk,2006,150,71,81227.602,452158.09,78627.353,457923.01,1,5180701,6324.202,4,2509,0.706644,92,137
Stadhoudersplantsoen,Noordpolderbuurt,Duinoord,2008,27,264,78941.675,455806.33,82724.088,453294.38,26,5183826,4540.542,1,4358,0.827984,83,297
Stadhoudersplantsoen,Scheveningen Badplaats,Duinoord,2007,14,106,78941.675,455806.33,79034.031,458491.39,3,5180703,2686.647,4,4335,0.5105535,91,422
Stadhoudersplantsoen,Waterbuurt,Duinoord,2005,23,56,78941.675,455806.33,85111.622,450061.4,114,5184214,8430.448,2,4439,0.5371519,120,37
Stadhoudersplantsoen,v Hoytemastraat eo,Duinoord,2009,19,15,78941.675,455806.33,82189.176,456547.83,79,5180479,3331.08,5,4404,0.548498,92,50
Statenkwartier,Arendsdorp,Geuzen- en Statenkwartier,2006,95,6,78902.478,456799.66,81740.394,456794.29,78,5180478,2837.921,1,755,0.557126,328,59
Statenkwartier,Bezuidenhout-Oost,Geuzen- en Statenkwartier,2005,114,153,78902.478,456799.66,83467.143,455747.16,66,5182666,4684.433,13,743,0.523093,361,308
Statenkwartier,Kom Loosduinen,Geuzen- en Statenkwartier,2003,78,66,78902.478,456799.66,75966.222,452310.59,95,5181795,5364.081,4,772,0.4447183,604,252
Statenkwartier,Oostbroek-Noord,Geuzen- en Statenkwartier,2006,95,122,78902.478,456799.66,79177.217,453884.54,31,5183131,2928.033,4,712,0.7025275,328,213
Statenkwartier,Waterbuurt,Geuzen- en Statenkwartier,2008,89,69,78902.478,456799.66,85111.622,450061.4,114,5184214,9162.836,2,791,0.5907106,352,59
Statenkwartier,v Stolkpark/Schev Bosjes,Geuzen- en Statenkwartier,2003,78,3,78902.478,456799.66,79920.442,457152.55,5,5180605,1077.397,1,689,0.521619,604,103
Sweelinckplein eo,Houtwijk,Duinoord,2004,77,199,79342.008,455512.35,76992.266,452335.92,86,5181786,3951.072,4,4525,0.4845045,336,533
Sweelinckplein eo,Houtwijk,Duinoord,2009,131,186,79342.008,455512.35,76992.266,452335.92,86,5181786,3951.072,5,4525,0.5277632,239,395
Sweelinckplein eo,Nassaubuurt,Duinoord,2005,94,14,79342.008,455512.35,81674.225,456211.1,48,5180448,2434.642,2,4491,0.5739431,210,81
Sweelinckplein eo,Nieuw Waldeck,Duinoord,2009,131,170,79342.008,455512.35,76416.167,452974.26,40,5181840,3873.299,4,4483,0.5403286,239,227
Sweelinckplein eo,Rivierenbuurt-Zuid,Duinoord,2009,131,35,79342.008,455512.35,82448.603,454478.49,62,5182762,3274.109,1,4501,0.6986327,239,84
Sweelinckplein eo,Voorhout,Duinoord,2009,131,39,79342.008,455512.35,81303.553,455410.77,12,5182812,1964.173,5,4458,0.6024864,239,354
Transvaalkwartier-Midden,Burgen en Horsten,Transvaalkwartier,2005,182,81,79874.434,453753.38,84507.038,456483.6,69,5182569,5377.28,1,3368,0.8714034,583,218
Transvaalkwartier-Midden,Laakkwartier-Oost,Transvaalkwartier,2005,182,318,79874.434,453753.38,82226.618,452967.68,25,5183825,2479.936,12,3331,0.8466595,583,469
Transvaalkwartier-Midden,Spoorwijk,Transvaalkwartier,2008,94,131,79874.434,453753.38,81227.602,452158.09,23,5183823,2091.887,9,3329,0.820761,333,101
Transvaalkwartier-Midden,Zijden/Steden/Zichten,Transvaalkwartier,2008,94,194,79874.434,453753.38,77800.295,450854.71,96,5183396,3564.315,13,3395,0.8482913,333,276
Transvaalkwartier-Noord,Erasmus Veld,Transvaalkwartier,2004,138,25,79658.149,454095.83,79186.621,450542.77,101,5184001,3584.212,7,3286,0.886679,210,93
Transvaalkwartier-Noord,Houtwijk,Transvaalkwartier,2008,144,209,79658.149,454095.83,76992.266,452335.92,86,5181786,3194.401,4,3271,0.884013,156,504
Transvaalkwartier-Noord,Spoorwijk,Transvaalkwartier,2007,142,132,79658.149,454095.83,81227.602,452158.09,23,5183823,2493.592,8,3215,0.8340954,140,117
Transvaalkwartier-Noord,Valkenboskwartier,Transvaalkwartier,2006,148,283,79658.149,454095.83,78828.448,454489.27,55,5182055,918.2591,20,3244,0.8606538,197,369
Transvaalkwartier-Zuid,Houtwijk,Transvaalkwartier,2006,238,242,80119.058,453333.75,76992.266,452335.92,86,5181786,3282.147,16,3499,0.8747463,727,368
Transvaalkwartier-Zuid,Kom Loosduinen,Transvaalkwartier,2008,203,73,80119.058,453333.75,75966.222,452310.59,95,5181795,4277.022,2,3508,0.9082469,1088,215
Transvaalkwartier-Zuid,Laakkwartier-Oost,Transvaalkwartier,2003,190,289,80119.058,453333.75,82226.618,452967.68,25,5183825,2139.116,33,3445,0.8429261,1216,620
Transvaalkwartier-Zuid,Moerwijk-Oost,Transvaalkwartier,2005,234,80,80119.058,453333.75,80761.563,451911.95,20,5183620,1560.239,9,3440,0.8719202,774,121
Transvaalkwartier-Zuid,Morgenstond-Oost,Transvaalkwartier,2009,208,133,80119.058,453333.75,78870.825,452058.42,89,5183489,1784.537,16,3502,0.8726623,934,379
Transvaalkwartier-Zuid,Morgenstond-Zuid,Transvaalkwartier,2009,208,165,80119.058,453333.75,79161.745,451240.78,80,5183480,2301.518,13,3493,0.858741,934,206
Uilebomen,Eykenduynen,Centrum,2008,38,59,81806.28,454953.9,77847.231,453725.17,83,5181983,4145.34,1,1444,0.62418,125,109
Uilebomen,Kijkduin,Centrum,2004,38,16,81806.28,454953.9,75519.719,454298.21,91,5181591,6320.663,1,1452,0.5817848,787,99
Uilebomen,Kortenbos,Centrum,2003,37,115,81806.28,454953.9,80655.598,454904.27,11,5182811,1151.751,27,1379,0.6787522,819,1285
Uilebomen,Laakhaven-West,Centrum,2006,44,120,81806.28,454953.9,81545.294,453175.26,22,5183822,1797.687,1,1390,0.794408,339,477
Uilebomen,Schildersbuurt-West,Centrum,2007,38,542,81806.28,454953.9,80427.874,453837.54,15,5182915,1773.772,4,1383,0.890614,361,920
Uilebomen,Voorhout,Centrum,2005,49,30,81806.28,454953.9,81303.553,455410.77,12,5182812,679.3114,4,1380,0.6676,348,796
Uilennest,Bezuidenhout-Midden,Benoordenhout,2007,19,31,82832.896,456914.83,83018.757,455383.17,65,5182665,1542.89,3,7696,0.5725084,40,266
Uilennest,Dreven en Gaarden,Benoordenhout,2009,15,245,82832.896,456914.83,78164.958,450403.42,98,5183398,8011.747,1,7729,0.7245469,39,306
Uilennest,Vissershaven,Benoordenhout,2004,9,70,82832.896,456914.83,78099.835,457308.96,2,5180702,4749.443,1,7640,0.47964,49,222
Valkenboskwartier,De Vissen,Valkenboskwartier,2008,256,98,78828.448,454489.27,88163.568,453221.58,120,5184420,9420.802,9,5927,0.6478916,346,109
Valkenboskwartier,Laakkwartier-West,Valkenboskwartier,2004,287,239,78828.448,454489.27,81676.184,452482.26,24,5183824,3483.921,25,5838,0.7216723,524,401
Valkenboskwartier,Oud Scheveningen,Valkenboskwartier,2005,296,55,78828.448,454489.27,78627.353,457923.01,1,5180701,3439.621,4,5815,0.608452,357,185
Valkenboskwartier,Scheveningen Badplaats,Valkenboskwartier,2003,242,76,78828.448,454489.27,79034.031,458491.39,3,5180703,4007.398,7,5817,0.6392102,649,450
Valkenboskwartier,Schildersbuurt-Oost,Valkenboskwartier,2008,256,223,78828.448,454489.27,81270.005,453579.33,17,5182917,2605.606,8,5831,0.8955498,346,280
Valkenboskwartier,Schildersbuurt-West,Valkenboskwartier,2004,287,488,78828.448,454489.27,80427.874,453837.54,15,5182915,1727.112,73,5829,0.8716943,524,971
Valkenboskwartier,Waterbuurt,Valkenboskwartier,2005,296,56,78828.448,454489.27,85111.622,450061.4,114,5184214,7686.63,5,5921,0.6656234,357,37
Valkenboskwartier,Zuidwal,Valkenboskwartier,2003,242,158,78828.448,454489.27,81171.588,454554.21,14,5182814,2344.04,26,5828,0.712992,649,3192
Venen/Oorden/Raden,Burgen en Horsten,Bouwlust en Vrederust,2005,259,81,77467.131,451304.75,84507.038,456483.6,69,5182569,8739.612,10,9068,0.730395,392,218
Venen/Oorden/Raden,Kerketuinen/Zichtenburg,Bouwlust en Vrederust,2004,253,218,77467.131,451304.75,77037.443,451558.07,85,5181785,498.8025,2,9084,0.791786,345,119
Venen/Oorden/Raden,Kraayenstein,Bouwlust en Vrederust,2005,259,110,77467.131,451304.75,75133.278,451071.59,97,5181697,2345.469,4,9096,0.690949,392,165
Venen/Oorden/Raden,Laakhaven-Oost,Bouwlust en Vrederust,2009,264,102,77467.131,451304.75,82238.754,453809.14,19,5183819,5388.912,6,9025,0.8248841,340,242
Venen/Oorden/Raden,Landen,Bouwlust en Vrederust,2005,259,132,77467.131,451304.75,85024.412,456854.6,61,5182561,9376.213,8,9060,0.739788,392,121
Venen/Oorden/Raden,Spoorwijk,Bouwlust en Vrederust,2004,253,158,77467.131,451304.75,81227.602,452158.09,23,5183823,3856.079,15,9029,0.792052,345,164
Venen/Oorden/Raden,Sweelinckplein eo,Bouwlust en Vrederust,2008,272,121,77467.131,451304.75,79342.008,455512.35,43,5181143,4606.417,1,9046,0.7482362,271,193
Venen/Oorden/Raden,Zijden/Steden/Zichten,Bouwlust en Vrederust,2004,253,150,77467.131,451304.75,77800.295,450854.71,96,5183396,559.9418,42,9095,0.754039,345,366
Visserijbuurt,Haagse Bos,Scheveningen,2007,64,3,79198.093,457836.12,82562.968,456196.18,49,5182449,3743.229,1,388,0.4772228,138,57
Visserijbuurt,Oud Scheveningen,Scheveningen,2008,55,55,79198.093,457836.12,78627.353,457923.01,1,5180701,577.3168,12,343,0.3773724,129,115
Vissershaven,Bomenbuurt,Scheveningen,2007,79,68,78099.835,457308.96,78487.746,455282.72,52,5181252,2063.046,3,163,0.4100449,192,224
Vissershaven,Rond de Energiecentrale,Scheveningen,2005,86,374,78099.835,457308.96,79694.296,454604.06,10,5182110,3139.876,3,124,0.6225255,234,296
Vissershaven,Sweelinckplein eo,Scheveningen,2008,74,121,78099.835,457308.96,79342.008,455512.35,43,5181143,2184.221,3,154,0.45577,180,193
Vogelwijk,Laakhaven-West,Vogelwijk,2007,47,121,77137.431,455497.52,81545.294,453175.26,22,5183822,4982.183,1,934,0.7849972,206,444
Voorhout,Bezuidenhout-Midden,Centrum,2004,21,41,81303.553,455410.77,83018.757,455383.17,65,5182665,1715.426,1,1312,0.5798062,1109,406
Voorhout,Bloemenbuurt-Oost,Centrum,2008,22,71,81303.553,455410.77,77820.025,454928.9,51,5181251,3516.698,1,1302,0.563583,386,158
Vruchtenbuurt,Archipelbuurt,Vruchtenbuurt,2004,64,44,77415.149,453995.4,80679.999,456508.23,46,5180546,4119.9,4,5629,0.4728192,249,413
Vruchtenbuurt,Bosjes van Pex,Vruchtenbuurt,2008,62,3,77415.149,453995.4,76817.142,454333.35,81,5181481,686.896,6,5660,0.431618,238,86
Vruchtenbuurt,Groente- en Fruitmarkt,Vruchtenbuurt,2007,78,146,77415.149,453995.4,80604.298,452912.11,21,5183721,3368.111,1,5607,0.8258612,169,300
Vruchtenbuurt,Laakkwartier-West,Vruchtenbuurt,2009,64,217,77415.149,453995.4,81676.184,452482.26,24,5183824,4521.727,1,5610,0.671475,254,264
Vruchtenbuurt,Vissershaven,Vruchtenbuurt,2009,64,83,77415.149,453995.4,78099.835,457308.96,2,5180702,3383.568,1,5588,0.3768458,254,240
Waalsdorp,Bohemen/Meer en Bos,Benoordenhout,2003,12,28,81489.552,457271.43,75920.197,453795.66,92,5181492,6564.959,1,7951,0.4974246,294,192
Waalsdorp,Duinzigt,Benoordenhout,2005,23,12,81489.552,457271.43,82247.32,457869.94,76,5180476,965.6237,29,7935,0.5604416,129,67
Waalsdorp,Uilebomen,Benoordenhout,2009,22,33,81489.552,457271.43,81806.28,454953.9,13,5182813,2339.071,2,7879,0.6867303,130,171
Waalsdorp,Visserijbuurt,Benoordenhout,2006,25,68,81489.552,457271.43,79198.093,457836.12,4,5180704,2360.011,2,7870,0.5204246,88,104
Waldeck-Noord,Kampen,Waldeck,2004,22,35,75725.315,453119.56,83972.725,456051.35,67,5182567,8753.009,5,9864,0.5454699,93,84
Waldeck-Noord,Koningsplein eo,Waldeck,2005,24,142,75725.315,453119.56,79379.88,455030.03,44,5182144,4123.801,1,9845,0.5413994,80,343
Waldeck-Noord,Laakkwartier-Oost,Waldeck,2005,24,318,75725.315,453119.56,82226.618,452967.68,25,5183825,6503.076,4,9829,0.6027809,80,469
Waldeck-Noord,Laakkwartier-Oost,Waldeck,2006,31,365,75725.315,453119.56,82226.618,452967.68,25,5183825,6503.076,1,9829,0.6136031,79,397
Waldeck-Noord,Transvaalkwartier-Midden,Waldeck,2008,26,94,75725.315,453119.56,79874.434,453753.38,33,5183033,4197.251,2,9834,0.902495,94,333
Waldeck-Zuid,Rietbuurt,Waldeck,2009,32,4,75810.388,452667.99,87786.291,452421.81,121,5184421,11978.43,2,684,0.303636,52,6
Waldeck-Zuid,Schildersbuurt-West,Waldeck,2005,32,531,75810.388,452667.99,80427.874,453837.54,15,5182915,4763.299,2,585,0.901529,36,842
Waldeck-Zuid,Waterbuurt,Waldeck,2003,20,50,75810.388,452667.99,85111.622,450061.4,114,5184214,9659.568,2,677,0.4948218,44,43
Waterbuurt,Dreven en Gaarden,Ypenburg,2006,75,264,85111.622,450061.4,78164.958,450403.42,98,5183398,6955.078,4,12175,0.6753818,60,288
Waterbuurt,Duindorp,Ypenburg,2007,99,132,85111.622,450061.4,77424.544,456516.45,100,5180800,10037.87,2,12177,0.444621,71,89
Waterbuurt,Zuidwal,Ypenburg,2004,67,214,85111.622,450061.4,81171.588,454554.21,14,5182814,5975.716,1,12098,0.6451457,56,2552
Westbroekpark,Bomenbuurt,Westbroekpark en Duttendel,2005,6,68,80090.5,457832.45,78487.746,455282.72,52,5181252,3011.643,1,7459,0.4885765,60,303
Westbroekpark,Haagse Bos,Westbroekpark en Duttendel,2003,2,1,80090.5,457832.45,82562.968,456196.18,49,5182449,2964.874,1,7456,0.5223713,76,86
Westbroekpark,Zorgvliet,Westbroekpark en Duttendel,2005,6,9,80090.5,457832.45,79544.752,456290.84,41,5181041,1635.366,1,7448,0.5300955,60,110
Willemspark,Bezuidenhout-Oost,Willemspark,2006,22,125,81028.215,455949.6,83467.143,455747.16,66,5182666,2447.316,6,4961,0.5722836,80,222
Willemspark,Kerketuinen/Zichtenburg,Willemspark,2005,20,20,81028.215,455949.6,77037.443,451558.07,85,5181785,5933.956,1,4980,0.7536088,86,79
Willemspark,Nassaubuurt,Willemspark,2009,9,16,81028.215,455949.6,81674.225,456211.1,48,5180448,696.9269,6,4947,0.629068,92,99
Willemspark,Rond de Energiecentrale,Willemspark,2007,20,329,81028.215,455949.6,79694.296,454604.06,10,5182110,1894.686,2,4912,0.725531,71,308
Zeeheldenkwartier,De Bras,Zeeheldenkwartier,2004,180,36,80223.357,455467.62,86142.018,449864.37,115,5184215,8150.272,2,4782,0.552915,811,41
Zeeheldenkwartier,Eykenduynen,Zeeheldenkwartier,2003,170,53,80223.357,455467.62,77847.231,453725.17,83,5181983,2946.539,5,4750,0.5230702,972,150
Zeeheldenkwartier,Morgenstond-West,Zeeheldenkwartier,2007,210,155,80223.357,455467.62,78419.446,451765.29,88,5183488,4118.412,10,4755,0.6766604,618,399
Zeeheldenkwartier,Morgenstond-Zuid,Zeeheldenkwartier,2006,208,173,80223.357,455467.62,79161.745,451240.78,80,5183480,4358.114,6,4747,0.7069251,456,260
Zeeheldenkwartier,Schildersbuurt-Noord,Zeeheldenkwartier,2005,194,376,80223.357,455467.62,80974.524,453981.39,16,5182916,1665.268,18,4690,0.8669431,606,543
Zeeheldenkwartier,Vissershaven,Zeeheldenkwartier,2008,181,74,80223.357,455467.62,78099.835,457308.96,2,5180702,2810.677,9,4676,0.522895,566,180
Zeeheldenkwartier,Willemspark,Zeeheldenkwartier,2006,208,22,80223.357,455467.62,81028.215,455949.6,47,5182347,938.1415,1,4718,0.6376286,456,80
Zijden/Steden/Zichten,Bezuidenhout-West,Bouwlust en Vrederust,2007,170,71,77800.295,450854.71,82592.304,455123.84,64,5182664,6417.853,2,10089,0.769963,273,352
Zijden/Steden/Zichten,Duindorp,Bouwlust en Vrederust,2005,166,158,77800.295,450854.71,77424.544,456516.45,100,5180800,5674.197,4,10125,0.577402,298,93
Zijden/Steden/Zichten,Laakhaven-West,Bouwlust en Vrederust,2005,166,119,77800.295,450854.71,81545.294,453175.26,22,5183822,4405.676,4,10054,0.7873986,298,463
Zijden/Steden/Zichten,Transvaalkwartier-Noord,Bouwlust en Vrederust,2007,170,142,77800.295,450854.71,79658.149,454095.83,32,5183032,3735.839,5,10061,0.8542202,273,140
Zijden/Steden/Zichten,Vissershaven,Bouwlust en Vrederust,2003,141,76,77800.295,450854.71,78099.835,457308.96,2,5180702,6461.205,3,10034,0.5440873,270,270
Zijden/Steden/Zichten,Waldeck-Noord,Bouwlust en Vrederust,2003,141,16,77800.295,450854.71,75725.315,453119.56,94,5181894,3071.659,3,10119,0.5856064,270,157
Zonne Veld,Geuzenkwartier,Wateringse Veld,2007,59,57,80322.369,448382.87,78472.418,456729.06,8,5180908,8548.752,1,11066,0.491042,77,86
Zonne Veld,Hoge Veld,Wateringse Veld,2007,59,39,80322.369,448382.87,79585.362,449955.01,102,5184002,1736.315,17,11153,0.5632988,77,55
Zuidwal,Koningsplein eo,Centrum,2009,160,121,81171.588,454554.21,79379.88,455030.03,44,5182144,1853.813,22,1523,0.6911349,623,363
Zuidwal,Rivierenbuurt-Zuid,Centrum,2008,164,30,81171.588,454554.21,82448.603,454478.49,62,5182762,1279.257,3,1537,0.7306753,639,84
Zuidwal,Schildersbuurt-Oost,Centrum,2003,158,185,81171.588,454554.21,81270.005,453579.33,17,5182917,979.8287,13,1499,0.9002158,3192,529
Zuidwal,Schildersbuurt-Oost,Centrum,2006,188,280,81171.588,454554.21,81270.005,453579.33,17,5182917,979.8287,11,1499,0.9057842,1645,371
Zuidwal,Transvaalkwartier-Zuid,Centrum,2003,158,190,81171.588,454554.21,80119.058,453333.75,34,5183034,1611.623,11,1513,0.862289,3192,1216
v Hoytemastraat eo,Moerwijk-Oost,Benoordenhout,2003,15,62,82189.176,456547.83,80761.563,451911.95,20,5183620,4850.724,1,8114,0.621878,137,191
v Hoytemastraat eo,Morgenstond-Zuid,Benoordenhout,2005,18,170,82189.176,456547.83,79161.745,451240.78,80,5183480,6109.841,3,8167,0.6731179,68,244
v Hoytemastraat eo,Vruchtenbuurt,Benoordenhout,2004,26,64,82189.176,456547.83,77415.149,453995.4,53,5181953,5413.527,4,8144,0.485047,98,249
v Stolkpark/Schev Bosjes,Bezuidenhout-West,Van Stolkpark en Scheveningse Bosjes,2004,6,70,79920.442,457152.55,82592.304,455123.84,64,5182664,3354.778,1,513,0.6714987,62,634
v Stolkpark/Schev Bosjes,Duttendel,Van Stolkpark en Scheveningse Bosjes,2006,8,7,79920.442,457152.55,80957.974,457876.04,74,5180374,1264.875,4,523,0.5310959,50,44
